Year,Type of economic activity,Organisation and legal forms,Region,Value
2015,other_processing_and_preserving_of_fruit_and_vegetables,,,
2016,other_processing_and_preserving_of_fruit_and_vegetables,,,
2017,other_processing_and_preserving_of_fruit_and_vegetables,,,
2018,other_processing_and_preserving_of_fruit_and_vegetables,,,
2019,other_processing_and_preserving_of_fruit_and_vegetables,,,
2020,other_processing_and_preserving_of_fruit_and_vegetables,,,
2021,other_processing_and_preserving_of_fruit_and_vegetables,,,29.5
2022,other_processing_and_preserving_of_fruit_and_vegetables,,,27.5
2023,other_processing_and_preserving_of_fruit_and_vegetables,,,27.7
2024,other_processing_and_preserving_of_fruit_and_vegetables,,,30.5
2025,other_processing_and_preserving_of_fruit_and_vegetables,,,
2015,manufacture_of_vegetable_and_animal_oils_and_fats,,,
2016,manufacture_of_vegetable_and_animal_oils_and_fats,,,
2017,manufacture_of_vegetable_and_animal_oils_and_fats,,,
2018,manufacture_of_vegetable_and_animal_oils_and_fats,,,
2019,manufacture_of_vegetable_and_animal_oils_and_fats,,,
2020,manufacture_of_vegetable_and_animal_oils_and_fats,,,
2021,manufacture_of_vegetable_and_animal_oils_and_fats,,,20.0
2022,manufacture_of_vegetable_and_animal_oils_and_fats,,,20.9
2023,manufacture_of_vegetable_and_animal_oils_and_fats,,,21.4
2024,manufacture_of_vegetable_and_animal_oils_and_fats,,,21.2
2025,manufacture_of_vegetable_and_animal_oils_and_fats,,,
2015,manufacture_of_margarine_and_similar_edible_fats,,,
2016,manufacture_of_margarine_and_similar_edible_fats,,,
2017,manufacture_of_margarine_and_similar_edible_fats,,,
2018,manufacture_of_margarine_and_similar_edible_fats,,,
2019,manufacture_of_margarine_and_similar_edible_fats,,,
2020,manufacture_of_margarine_and_similar_edible_fats,,,
2021,manufacture_of_margarine_and_similar_edible_fats,,,24.1
2022,manufacture_of_margarine_and_similar_edible_fats,,,24.0
2023,manufacture_of_margarine_and_similar_edible_fats,,,25.0
2024,manufacture_of_margarine_and_similar_edible_fats,,,28.6
2025,manufacture_of_margarine_and_similar_edible_fats,,,
2015,operation_of_dairies_and_cheese_making,,,
2016,operation_of_dairies_and_cheese_making,,,
2017,operation_of_dairies_and_cheese_making,,,
2018,operation_of_dairies_and_cheese_making,,,
2019,operation_of_dairies_and_cheese_making,,,
2020,operation_of_dairies_and_cheese_making,,,
2021,operation_of_dairies_and_cheese_making,,,25.9
2022,operation_of_dairies_and_cheese_making,,,25.1
2023,operation_of_dairies_and_cheese_making,,,24.4
2024,operation_of_dairies_and_cheese_making,,,28.1
2025,operation_of_dairies_and_cheese_making,,,
2015,manufacture_of_ice_cream,,,
2016,manufacture_of_ice_cream,,,
2017,manufacture_of_ice_cream,,,
2018,manufacture_of_ice_cream,,,
2019,manufacture_of_ice_cream,,,
2020,manufacture_of_ice_cream,,,
2021,manufacture_of_ice_cream,,,29.0
2022,manufacture_of_ice_cream,,,35.3
2023,manufacture_of_ice_cream,,,28.9
2024,manufacture_of_ice_cream,,,34.0
2025,manufacture_of_ice_cream,,,
2015,manufacture_of_grain_mill_products,,,
2016,manufacture_of_grain_mill_products,,,
2017,manufacture_of_grain_mill_products,,,
2018,manufacture_of_grain_mill_products,,,
2019,manufacture_of_grain_mill_products,,,
2020,manufacture_of_grain_mill_products,,,
2021,manufacture_of_grain_mill_products,,,24.1
2022,manufacture_of_grain_mill_products,,,22.3
2023,manufacture_of_grain_mill_products,,,23.7
2024,manufacture_of_grain_mill_products,,,25.2
2025,manufacture_of_grain_mill_products,,,
2015,manufacture_of_starches_and_starch_products,,,
2016,manufacture_of_starches_and_starch_products,,,
2017,manufacture_of_starches_and_starch_products,,,
2018,manufacture_of_starches_and_starch_products,,,
2019,manufacture_of_starches_and_starch_products,,,
2020,manufacture_of_starches_and_starch_products,,,
2021,manufacture_of_starches_and_starch_products,,,4.4
2022,manufacture_of_starches_and_starch_products,,,4.5
2023,manufacture_of_starches_and_starch_products,,,4.8
2024,manufacture_of_starches_and_starch_products,,,4.8
2025,manufacture_of_starches_and_starch_products,,,
2015,manufacture_of_bread_manufacture_of_fresh_pastry_goods_and_cakes,,,
2016,manufacture_of_bread_manufacture_of_fresh_pastry_goods_and_cakes,,,
2017,manufacture_of_bread_manufacture_of_fresh_pastry_goods_and_cakes,,,
2018,manufacture_of_bread_manufacture_of_fresh_pastry_goods_and_cakes,,,
2019,manufacture_of_bread_manufacture_of_fresh_pastry_goods_and_cakes,,,
2020,manufacture_of_bread_manufacture_of_fresh_pastry_goods_and_cakes,,,
2021,manufacture_of_bread_manufacture_of_fresh_pastry_goods_and_cakes,,,34.3
2022,manufacture_of_bread_manufacture_of_fresh_pastry_goods_and_cakes,,,33.5
2023,manufacture_of_bread_manufacture_of_fresh_pastry_goods_and_cakes,,,34.2
2024,manufacture_of_bread_manufacture_of_fresh_pastry_goods_and_cakes,,,35.9
2025,manufacture_of_bread_manufacture_of_fresh_pastry_goods_and_cakes,,,
2015,manufacture_of_rusks_and_biscuits_manufacture_of_preserved_pastry_goods_and_cakes,,,
2016,manufacture_of_rusks_and_biscuits_manufacture_of_preserved_pastry_goods_and_cakes,,,
2017,manufacture_of_rusks_and_biscuits_manufacture_of_preserved_pastry_goods_and_cakes,,,
2018,manufacture_of_rusks_and_biscuits_manufacture_of_preserved_pastry_goods_and_cakes,,,
2019,manufacture_of_rusks_and_biscuits_manufacture_of_preserved_pastry_goods_and_cakes,,,
2020,manufacture_of_rusks_and_biscuits_manufacture_of_preserved_pastry_goods_and_cakes,,,
2021,manufacture_of_rusks_and_biscuits_manufacture_of_preserved_pastry_goods_and_cakes,,,30.0
2022,manufacture_of_rusks_and_biscuits_manufacture_of_preserved_pastry_goods_and_cakes,,,30.1
2023,manufacture_of_rusks_and_biscuits_manufacture_of_preserved_pastry_goods_and_cakes,,,35.0
2024,manufacture_of_rusks_and_biscuits_manufacture_of_preserved_pastry_goods_and_cakes,,,35.2
2025,manufacture_of_rusks_and_biscuits_manufacture_of_preserved_pastry_goods_and_cakes,,,
2015,manufacture_of_macaroni_noodles_couscous_and_similar_farinaceous_products,,,
2016,manufacture_of_macaroni_noodles_couscous_and_similar_farinaceous_products,,,
2017,manufacture_of_macaroni_noodles_couscous_and_similar_farinaceous_products,,,
2018,manufacture_of_macaroni_noodles_couscous_and_similar_farinaceous_products,,,
2019,manufacture_of_macaroni_noodles_couscous_and_similar_farinaceous_products,,,
2020,manufacture_of_macaroni_noodles_couscous_and_similar_farinaceous_products,,,
2021,manufacture_of_macaroni_noodles_couscous_and_similar_farinaceous_products,,,27.7
2022,manufacture_of_macaroni_noodles_couscous_and_similar_farinaceous_products,,,32.8
2023,manufacture_of_macaroni_noodles_couscous_and_similar_farinaceous_products,,,27.0
2024,manufacture_of_macaroni_noodles_couscous_and_similar_farinaceous_products,,,31.1
2025,manufacture_of_macaroni_noodles_couscous_and_similar_farinaceous_products,,,
2015,manufacture_of_sugar,,,
2016,manufacture_of_sugar,,,
2017,manufacture_of_sugar,,,
2018,manufacture_of_sugar,,,
2019,manufacture_of_sugar,,,
2020,manufacture_of_sugar,,,
2021,manufacture_of_sugar,,,14.8
2022,manufacture_of_sugar,,,9.8
2023,manufacture_of_sugar,,,14.6
2024,manufacture_of_sugar,,,9.1
2025,manufacture_of_sugar,,,
2015,manufacture_of_cocoa_chocolate_and_sugar_confectionery,,,
2016,manufacture_of_cocoa_chocolate_and_sugar_confectionery,,,
2017,manufacture_of_cocoa_chocolate_and_sugar_confectionery,,,
2018,manufacture_of_cocoa_chocolate_and_sugar_confectionery,,,
2019,manufacture_of_cocoa_chocolate_and_sugar_confectionery,,,
2020,manufacture_of_cocoa_chocolate_and_sugar_confectionery,,,
2021,manufacture_of_cocoa_chocolate_and_sugar_confectionery,,,31.7
2022,manufacture_of_cocoa_chocolate_and_sugar_confectionery,,,28.2
2023,manufacture_of_cocoa_chocolate_and_sugar_confectionery,,,30.5
2024,manufacture_of_cocoa_chocolate_and_sugar_confectionery,,,39.3
2025,manufacture_of_cocoa_chocolate_and_sugar_confectionery,,,
2015,processing_of_tea_and_coffee,,,
2016,processing_of_tea_and_coffee,,,
2017,processing_of_tea_and_coffee,,,
2018,processing_of_tea_and_coffee,,,
2019,processing_of_tea_and_coffee,,,
2020,processing_of_tea_and_coffee,,,
2021,processing_of_tea_and_coffee,,,17.4
2022,processing_of_tea_and_coffee,,,19.7
2023,processing_of_tea_and_coffee,,,19.8
2024,processing_of_tea_and_coffee,,,28.1
2025,processing_of_tea_and_coffee,,,
2015,manufacture_of_condiments_and_seasonings,,,
2016,manufacture_of_condiments_and_seasonings,,,
2017,manufacture_of_condiments_and_seasonings,,,
2018,manufacture_of_condiments_and_seasonings,,,
2019,manufacture_of_condiments_and_seasonings,,,
2020,manufacture_of_condiments_and_seasonings,,,
2021,manufacture_of_condiments_and_seasonings,,,27.7
2022,manufacture_of_condiments_and_seasonings,,,25.5
2023,manufacture_of_condiments_and_seasonings,,,24.1
2024,manufacture_of_condiments_and_seasonings,,,24.6
2025,manufacture_of_condiments_and_seasonings,,,
2015,manufacture_of_prepared_meals_and_dishes,,,
2016,manufacture_of_prepared_meals_and_dishes,,,
2017,manufacture_of_prepared_meals_and_dishes,,,
2018,manufacture_of_prepared_meals_and_dishes,,,
2019,manufacture_of_prepared_meals_and_dishes,,,
2020,manufacture_of_prepared_meals_and_dishes,,,
2021,manufacture_of_prepared_meals_and_dishes,,,36.2
2022,manufacture_of_prepared_meals_and_dishes,,,36.5
2023,manufacture_of_prepared_meals_and_dishes,,,34.9
2024,manufacture_of_prepared_meals_and_dishes,,,37.4
2025,manufacture_of_prepared_meals_and_dishes,,,
2015,manufacture_of_homogenised_food_preparations_and_dietetic_food,,,
2016,manufacture_of_homogenised_food_preparations_and_dietetic_food,,,
2017,manufacture_of_homogenised_food_preparations_and_dietetic_food,,,
2018,manufacture_of_homogenised_food_preparations_and_dietetic_food,,,
2019,manufacture_of_homogenised_food_preparations_and_dietetic_food,,,
2020,manufacture_of_homogenised_food_preparations_and_dietetic_food,,,
2021,manufacture_of_homogenised_food_preparations_and_dietetic_food,,,29.0
2022,manufacture_of_homogenised_food_preparations_and_dietetic_food,,,26.7
2023,manufacture_of_homogenised_food_preparations_and_dietetic_food,,,23.5
2024,manufacture_of_homogenised_food_preparations_and_dietetic_food,,,22.2
2025,manufacture_of_homogenised_food_preparations_and_dietetic_food,,,
2015,manufacture_of_other_food_products_n_e_c,,,
2016,manufacture_of_other_food_products_n_e_c,,,
2017,manufacture_of_other_food_products_n_e_c,,,
2018,manufacture_of_other_food_products_n_e_c,,,
2019,manufacture_of_other_food_products_n_e_c,,,
2020,manufacture_of_other_food_products_n_e_c,,,
2021,manufacture_of_other_food_products_n_e_c,,,25.2
2022,manufacture_of_other_food_products_n_e_c,,,25.3
2023,manufacture_of_other_food_products_n_e_c,,,24.6
2024,manufacture_of_other_food_products_n_e_c,,,26.9
2025,manufacture_of_other_food_products_n_e_c,,,
2015,manufacture_of_prepared_feeds_for_farm_animals,,,
2016,manufacture_of_prepared_feeds_for_farm_animals,,,
2017,manufacture_of_prepared_feeds_for_farm_animals,,,
2018,manufacture_of_prepared_feeds_for_farm_animals,,,
2019,manufacture_of_prepared_feeds_for_farm_animals,,,
2020,manufacture_of_prepared_feeds_for_farm_animals,,,
2021,manufacture_of_prepared_feeds_for_farm_animals,,,19.7
2022,manufacture_of_prepared_feeds_for_farm_animals,,,19.3
2023,manufacture_of_prepared_feeds_for_farm_animals,,,22.2
2024,manufacture_of_prepared_feeds_for_farm_animals,,,27.5
2025,manufacture_of_prepared_feeds_for_farm_animals,,,
2015,manufacture_of_prepared_pet_foods,,,
2016,manufacture_of_prepared_pet_foods,,,
2017,manufacture_of_prepared_pet_foods,,,
2018,manufacture_of_prepared_pet_foods,,,
2019,manufacture_of_prepared_pet_foods,,,
2020,manufacture_of_prepared_pet_foods,,,
2021,manufacture_of_prepared_pet_foods,,,25.7
2022,manufacture_of_prepared_pet_foods,,,24.2
2023,manufacture_of_prepared_pet_foods,,,25.0
2024,manufacture_of_prepared_pet_foods,,,29.4
2025,manufacture_of_prepared_pet_foods,,,
2015,distilling_rectifying_and_blending_of_spirits,,,
2016,distilling_rectifying_and_blending_of_spirits,,,
2017,distilling_rectifying_and_blending_of_spirits,,,
2018,distilling_rectifying_and_blending_of_spirits,,,
2019,distilling_rectifying_and_blending_of_spirits,,,
2020,distilling_rectifying_and_blending_of_spirits,,,
2021,distilling_rectifying_and_blending_of_spirits,,,19.8
2022,distilling_rectifying_and_blending_of_spirits,,,17.6
2023,distilling_rectifying_and_blending_of_spirits,,,18.1
2024,distilling_rectifying_and_blending_of_spirits,,,16.2
2025,distilling_rectifying_and_blending_of_spirits,,,
2015,manufacture_of_wine_from_grape,,,
2016,manufacture_of_wine_from_grape,,,
2017,manufacture_of_wine_from_grape,,,
2018,manufacture_of_wine_from_grape,,,
2019,manufacture_of_wine_from_grape,,,
2020,manufacture_of_wine_from_grape,,,
2021,manufacture_of_wine_from_grape,,,15.7
2022,manufacture_of_wine_from_grape,,,17.4
2023,manufacture_of_wine_from_grape,,,16.9
2024,manufacture_of_wine_from_grape,,,11.8
2025,manufacture_of_wine_from_grape,,,
2015,manufacture_of_cider_and_other_fruit_wines,,,
2016,manufacture_of_cider_and_other_fruit_wines,,,
2017,manufacture_of_cider_and_other_fruit_wines,,,
2018,manufacture_of_cider_and_other_fruit_wines,,,
2019,manufacture_of_cider_and_other_fruit_wines,,,
2020,manufacture_of_cider_and_other_fruit_wines,,,
2021,manufacture_of_cider_and_other_fruit_wines,,,
2022,manufacture_of_cider_and_other_fruit_wines,,,4.8
2023,manufacture_of_cider_and_other_fruit_wines,,,13.0
2024,manufacture_of_cider_and_other_fruit_wines,,,12.0
2025,manufacture_of_cider_and_other_fruit_wines,,,
2015,manufacture_of_other_non_distilled_fermented_beverages,,,
2016,manufacture_of_other_non_distilled_fermented_beverages,,,
2017,manufacture_of_other_non_distilled_fermented_beverages,,,
2018,manufacture_of_other_non_distilled_fermented_beverages,,,
2019,manufacture_of_other_non_distilled_fermented_beverages,,,
2020,manufacture_of_other_non_distilled_fermented_beverages,,,
2021,manufacture_of_other_non_distilled_fermented_beverages,,,50.0
2022,manufacture_of_other_non_distilled_fermented_beverages,,,50.0
2023,manufacture_of_other_non_distilled_fermented_beverages,,,
2024,manufacture_of_other_non_distilled_fermented_beverages,,,
2025,manufacture_of_other_non_distilled_fermented_beverages,,,
2015,manufacture_of_beer,,,
2016,manufacture_of_beer,,,
2017,manufacture_of_beer,,,
2018,manufacture_of_beer,,,
2019,manufacture_of_beer,,,
2020,manufacture_of_beer,,,
2021,manufacture_of_beer,,,16.8
2022,manufacture_of_beer,,,17.3
2023,manufacture_of_beer,,,17.2
2024,manufacture_of_beer,,,22.2
2025,manufacture_of_beer,,,
2015,manufacture_of_malt,,,
2016,manufacture_of_malt,,,
2017,manufacture_of_malt,,,
2018,manufacture_of_malt,,,
2019,manufacture_of_malt,,,
2020,manufacture_of_malt,,,
2021,manufacture_of_malt,,,
2022,manufacture_of_malt,,,
2023,manufacture_of_malt,,,9.1
2024,manufacture_of_malt,,,23.1
2025,manufacture_of_malt,,,
2015,manufacture_of_soft_drinks_production_of_mineral_waters_and_other_bottled_waters,,,
2016,manufacture_of_soft_drinks_production_of_mineral_waters_and_other_bottled_waters,,,
2017,manufacture_of_soft_drinks_production_of_mineral_waters_and_other_bottled_waters,,,
2018,manufacture_of_soft_drinks_production_of_mineral_waters_and_other_bottled_waters,,,
2019,manufacture_of_soft_drinks_production_of_mineral_waters_and_other_bottled_waters,,,
2020,manufacture_of_soft_drinks_production_of_mineral_waters_and_other_bottled_waters,,,
2021,manufacture_of_soft_drinks_production_of_mineral_waters_and_other_bottled_waters,,,20.8
2022,manufacture_of_soft_drinks_production_of_mineral_waters_and_other_bottled_waters,,,18.9
2023,manufacture_of_soft_drinks_production_of_mineral_waters_and_other_bottled_waters,,,20.6
2024,manufacture_of_soft_drinks_production_of_mineral_waters_and_other_bottled_waters,,,22.2
2025,manufacture_of_soft_drinks_production_of_mineral_waters_and_other_bottled_waters,,,
2015,manufacture_of_tobacco_products,,,
2016,manufacture_of_tobacco_products,,,
2017,manufacture_of_tobacco_products,,,
2018,manufacture_of_tobacco_products,,,
2019,manufacture_of_tobacco_products,,,
2020,manufacture_of_tobacco_products,,,
2021,manufacture_of_tobacco_products,,,17.0
2022,manufacture_of_tobacco_products,,,13.0
2023,manufacture_of_tobacco_products,,,12.5
2024,manufacture_of_tobacco_products,,,15.1
2025,manufacture_of_tobacco_products,,,
2015,preparation_and_spinning_of_textile_fibres,,,
2016,preparation_and_spinning_of_textile_fibres,,,
2017,preparation_and_spinning_of_textile_fibres,,,
2018,preparation_and_spinning_of_textile_fibres,,,
2019,preparation_and_spinning_of_textile_fibres,,,
2020,preparation_and_spinning_of_textile_fibres,,,
2021,preparation_and_spinning_of_textile_fibres,,,23.3
2022,preparation_and_spinning_of_textile_fibres,,,13.6
2023,preparation_and_spinning_of_textile_fibres,,,18.2
2024,preparation_and_spinning_of_textile_fibres,,,8.7
2025,preparation_and_spinning_of_textile_fibres,,,
2015,weaving_of_textiles,,,
2016,weaving_of_textiles,,,
2017,weaving_of_textiles,,,
2018,weaving_of_textiles,,,
2019,weaving_of_textiles,,,
2020,weaving_of_textiles,,,
2021,weaving_of_textiles,,,39.0
2022,weaving_of_textiles,,,25.6
2023,weaving_of_textiles,,,27.5
2024,weaving_of_textiles,,,31.2
2025,weaving_of_textiles,,,
2015,finishing_of_textiles,,,
2016,finishing_of_textiles,,,
2017,finishing_of_textiles,,,
2018,finishing_of_textiles,,,
2019,finishing_of_textiles,,,
2020,finishing_of_textiles,,,
2021,finishing_of_textiles,,,51.2
2022,finishing_of_textiles,,,40.5
2023,finishing_of_textiles,,,47.4
2024,finishing_of_textiles,,,45.0
2025,finishing_of_textiles,,,
2015,manufacture_of_knitted_and_crocheted_fabrics,,,
2016,manufacture_of_knitted_and_crocheted_fabrics,,,
2017,manufacture_of_knitted_and_crocheted_fabrics,,,
2018,manufacture_of_knitted_and_crocheted_fabrics,,,
2019,manufacture_of_knitted_and_crocheted_fabrics,,,
2020,manufacture_of_knitted_and_crocheted_fabrics,,,
2021,manufacture_of_knitted_and_crocheted_fabrics,,,36.8
2022,manufacture_of_knitted_and_crocheted_fabrics,,,35.7
2023,manufacture_of_knitted_and_crocheted_fabrics,,,26.3
2024,manufacture_of_knitted_and_crocheted_fabrics,,,41.7
2025,manufacture_of_knitted_and_crocheted_fabrics,,,
2015,manufacture_of_made_up_textile_articles_except_apparel,,,
2016,manufacture_of_made_up_textile_articles_except_apparel,,,
2017,manufacture_of_made_up_textile_articles_except_apparel,,,
2018,manufacture_of_made_up_textile_articles_except_apparel,,,
2019,manufacture_of_made_up_textile_articles_except_apparel,,,
